7.500000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
7.600000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
7.700000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
7.800000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
7.900000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.000000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.100000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.200000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.300000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.400000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.500000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.600000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.700000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.800000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
8.900000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.000000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.100000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.200000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.300000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.400000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.500000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.600000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.700000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.800000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
9.900000000e-01  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.000000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.010000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.020000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.030000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.040000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.050000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.060000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.070000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.080000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.090000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.100000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.110000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.120000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.130000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.140000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.150000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.160000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.170000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.180000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.190000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.200000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.210000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.220000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.230000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.240000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.250000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.260000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.270000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.280000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.290000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.300000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.310000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.320000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.330000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.340000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.350000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.360000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.370000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.380000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.390000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.400000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.410000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.420000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.430000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.440000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.450000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.460000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.470000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.480000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.490000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.500000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.510000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.520000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.530000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.540000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.550000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.560000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.570000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.580000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.590000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.600000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.610000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.620000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.630000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.640000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.650000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.660000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.670000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.680000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.690000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.700000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.710000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.720000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.730000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.740000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.750000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.760000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.770000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.780000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.790000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.800000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.810000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.820000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.830000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.840000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.850000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.860000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.870000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.880000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.890000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.900000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.910000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.920000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.930000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.940000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.950000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.960000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.970000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.980000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
1.990000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.000000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.010000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.020000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.030000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.040000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.050000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.060000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.070000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.080000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.090000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.100000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.110000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.120000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.130000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.140000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.150000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.160000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.170000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.180000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.190000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.200000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.210000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.220000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.230000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.240000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.250000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.260000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.270000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.280000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.290000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.300000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.310000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.320000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.330000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.340000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.350000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.360000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.370000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.380000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.390000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.400000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.410000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.420000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.430000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.440000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.450000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.460000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.470000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.480000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.490000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.500000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.510000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.520000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.530000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.540000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.550000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.560000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.570000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.580000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.590000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.600000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.610000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.620000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.630000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.640000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.650000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.660000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.670000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.680000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.690000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.700000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.710000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.720000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.730000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.740000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.750000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.760000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.770000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.780000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.790000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.800000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.810000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.820000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.830000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.840000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.850000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.860000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.870000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.880000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.890000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.900000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.910000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.920000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.930000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.940000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.950000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.960000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.970000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.980000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
2.990000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.000000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.010000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.020000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.030000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.040000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.050000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.060000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.070000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.080000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.090000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.100000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.110000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.120000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.130000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.140000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.150000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.160000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.170000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.180000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.190000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.200000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.210000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.220000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.230000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.240000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.250000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.260000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.270000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.280000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.290000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.300000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.310000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.320000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.330000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.340000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.350000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.360000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.370000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.380000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.390000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.400000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.410000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.420000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.430000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.440000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.450000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.460000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.470000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.480000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.490000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.500000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.510000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.520000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.530000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.540000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.550000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.560000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.570000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.580000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.590000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.600000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.610000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.620000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.630000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.640000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.650000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.660000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.670000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.680000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.690000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.700000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.710000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.720000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.730000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.740000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.750000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.760000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
3.770000000e+00  0.000000000e+00 -1.110223025e-16  0.000000000e+00
